year,month,rank,name,country,score
2012,1,7,马琳,中国,2627
2012,1,8,朱世赫,韩国,2586
2012,1,9,水谷隼,日本,2574
2012,1,10,奥恰洛夫,德国,2524
2012,2,1,马龙,中国,2993
2012,2,2,张继科,中国,2932
2012,2,3,王皓,中国,2818
2012,2,4,波尔,德国,2702
2012,2,5,许昕,中国,2682
2012,2,6,朱世赫,韩国,2669
2012,2,7,马琳,中国,2649
2012,2,8,王励勤,中国,2640
2012,2,9,水谷隼,日本,2574
2012,2,10,奥恰洛夫,德国,2524
2012,3,1,马龙,中国,2954
2012,3,2,张继科,中国,2875
2012,3,3,王皓,中国,2792
2012,3,4,许昕,中国,2713
2012,3,5,朱世赫,韩国,2664
2012,3,6,波尔,德国,2660
2012,3,7,马琳,中国,2635
2012,3,8,水谷隼,日本,2618
2012,3,9,王励勤,中国,2595
2012,3,10,奥恰洛夫,德国,2497
2012,4,1,马龙,中国,3006
2012,4,2,张继科,中国,2923
2012,4,3,王皓,中国,2803
2012,4,4,许昕,中国,2735
2012,4,5,马琳,中国,2666
2012,4,6,波尔,德国,2658
2012,4,7,水谷隼,日本,2623
2012,4,8,朱世赫,韩国,2597
2012,4,8,朱世赫,韩国,2597
2012,4,9,王励勤,中国,2595
2012,4,10,奥恰洛夫,德国,2554
2012,5,1,马龙,中国,2975
2012,5,2,张继科,中国,2923
2012,5,3,王皓,中国,2805
2012,5,4,许昕,中国,2751
2012,5,5,马琳,中国,2666
2012,5,6,波尔,德国,2658
2012,5,7,水谷隼,日本,2616
2012,5,8,朱世赫,韩国,2582
2012,5,9,王励勤,中国,2574
2012,5,10,庄智渊,中华台北,2560
2012,6,1,张继科,中国,2933
2012,6,2,马龙,中国,2932
2012,6,3,许昕,中国,2829
2012,6,4,王皓,中国,2765
2012,6,5,马琳,中国,2645
2012,6,6,波尔,德国,2617
2012,6,7,水谷隼,日本,2584
2012,6,8,庄智渊,中华台北,2570
2012,6,9,王励勤,中国,2569
2012,6,10,朱世赫,韩国,2541
2012,7,1,张继科,中国,2921
2012,7,2,马龙,中国,2911
2012,7,3,许昕,中国,2820
2012,7,4,王皓,中国,2747
2012,7,5,水谷隼,日本,2637
2012,7,6,马琳,中国,2621
2012,7,7,波尔,德国,2590
2012,7,8,庄智渊,中华台北,2553
2012,7,9,王励勤,中国,2551
2012,7,10,朱世赫,韩国,2523
2012,8,1,张继科,中国,2993
2012,8,2,马龙,中国,2931
2012,8,3,许昕,中国,2820
2012,8,4,王皓,中国,2816
2012,8,5,水谷隼,日本,2644
2012,8,6,马琳,中国,2621
2012,8,7,波尔,德国,2620
2012,8,8,庄智渊,中华台北,2592
2012,8,9,奥恰洛夫,德国,2574
2012,8,10,王励勤,中国,2551
2012,9,1,张继科,中国,2972
2012,9,2,马龙,中国,2907
2012,9,3,许昕,中国,2809
2012,9,4,王皓,中国,2804
2012,9,5,马琳,中国,2632
2012,9,6,水谷隼,日本,2626
2012,9,7,波尔,德国,2610
2012,9,8,王励勤,中国,2580
2012,9,9,奥恰洛夫,德国,2575
2012,9,10,庄智渊,中华台北,2556
2012,10,1,张继科,中国,2951
2012,10,2,马龙,中国,2921
2012,10,3,许昕,中国,2831
2012,10,4,王皓,中国,2792
2012,10,5,波尔,德国,2672
2012,10,6,马琳,中国,2614
2012,10,7,水谷隼,日本,2611
2012,10,8,庄智渊,中华台北,2595
2012,10,9,王励勤,中国,2580
2012,10,10,奥恰洛夫,德国,2555
2012,11,1,张继科,中国,2936
2012,11,2,马龙,中国,2897
2012,11,3,许昕,中国,2831
2012,11,4,王皓,中国,2771
2012,11,5,波尔,德国,2683
2012,11,6,马琳,中国,2608
2012,11,7,水谷隼,日本,2596
2012,11,8,庄智渊,中华台北,2595
2012,11,9,王励勤,中国,2562
2012,11,10,朱世赫,韩国,2536
2012,12,1,张继科,中国,2861
2012,12,2,马龙,中国,2857
2012,12,3,许昕,中国,2810
2012,12,4,王皓,中国,2743
2012,12,5,波尔,德国,2662
2012,12,6,马琳,中国,2609
2012,12,7,奥恰洛夫,德国,2567
2012,12,8,庄智渊,中华台北,2566
2012,12,9,王励勤,中国,2548
2012,12,10,水谷隼,日本,2546
2013,1,1,许昕,中国,2882
2013,1,2,张继科,中国,2861
2013,1,3,马龙,中国,2857
2013,1,4,王皓,中国,2780
2013,1,5,波尔,德国,2662
2013,1,6,马琳,中国,2645
2013,1,7,庄智渊,中华台北,2609
2013,1,8,奥恰洛夫,德国,2567
2013,1,9,王励勤,中国,2548
2013,1,10,水谷隼,日本,2546
2013,2,1,许昕,中国,2847
2013,2,2,马龙,中国,2813
2013,2,3,张继科,中国,2812
2013,2,4,王皓,中国,2792
2013,2,5,波尔,德国,2663
2013,2,6,庄智渊,中华台北,2626
2013,2,7,马琳,中国,2613
2013,2,8,水谷隼,日本,2572
2013,2,9,奥恰洛夫,德国,2567
2013,2,10,王励勤,中国,2549
2013,3,1,马龙,中国,2897
2013,3,2,许昕,中国,2873
2013,3,3,张继科,中国,2868
2013,3,4,王皓,中国,2804
2013,3,5,波尔,德国,2663
2013,3,6,庄智渊,中华台北,2648
2013,3,7,奥恰洛夫,德国,2629
2013,3,8,马琳,中国,2581
2013,3,9,水谷隼,日本,2549
2013,3,9,王励勤,中国,2549
2013,4,1,马龙,中国,2905
2013,4,2,许昕,中国,2895
2013,4,3,张继科,中国,2838
2013,4,4,王皓,中国,2804
2013,4,5,波尔,德国,2663
2013,4,6,庄智渊,中华台北,2644
2013,4,7,奥恰洛夫,德国,2629
2013,4,8,马琳,中国,2580
2013,4,9,王励勤,中国,2549
2013,4,10,水谷隼,日本,2533
2013,5,1,许昕,中国,2964
2013,5,2,马龙,中国,2929
2013,5,3,王皓,中国,2833
2013,5,4,张继科,中国,2828
2013,5,5,波尔,德国,2663
2013,5,6,庄智渊,中华台北,2626
2013,5,7,奥恰洛夫,德国,2614
2013,5,8,马琳,中国,2599
2013,5,9,王励勤,中国,2544
2013,5,10,水谷隼,日本,2526
2013,6,1,许昕,中国,2979
2013,6,2,马龙,中国,2955
2013,6,3,张继科,中国,2922
2013,6,4,王皓,中国,2904
2013,6,5,波尔,德国,2705
2013,6,6,庄智渊,中华台北,2657
2013,6,7,奥恰洛夫,德国,2633
2013,6,8,马琳,中国,2568
2013,6,9,王励勤,中国,2544
2013,6,10,萨姆索诺夫,白俄罗斯,2512
2013,7,1,马龙,中国,2998
2013,7,2,许昕,中国,2982
2013,7,3,王皓,中国,2954
2013,7,4,张继科,中国,2909
2013,7,5,波尔,德国,2721
2013,7,6,奥恰洛夫,德国,2665
2013,7,7,庄智渊,中华台北,2610
2013,7,8,马琳,中国,2556
2013,7,9,樊振东,中国,2548
2013,7,10,闫安,中国,2542
2013,8,1,马龙,中国,3030
2013,8,2,许昕,中国,2993
2013,8,3,王皓,中国,2955
2013,8,4,张继科,中国,2909
2013,8,5,波尔,德国,2721
2013,8,6,奥恰洛夫,德国,2665
2013,8,7,庄智渊,中华台北,2641
2013,8,8,闫安,中国,2589
2013,8,9,马琳,中国,2556
2013,8,10,王励勤,中国,2530
2013,9,1,马龙,中国,3090
2013,9,2,许昕,中国,3015
2013,9,3,王皓,中国,2902
2013,9,4,张继科,中国,2853
2013,9,5,波尔,德国,2681
2013,9,6,奥恰洛夫,德国,2655
2013,9,7,庄智渊,中华台北,2624
2013,9,8,闫安,中国,2594
2013,9,9,马琳,中国,2539
2013,9,10,樊振东,中国,2530
2013,10,1,马龙,中国,3050
2013,10,2,许昕,中国,2961
2013,10,3,王皓,中国,2902
2013,10,4,张继科,中国,2853
2013,10,5,波尔,德国,2646
2013,10,6,奥恰洛夫,德国,2633
2013,10,7,庄智渊,中华台北,2599
2013,10,8,闫安,中国,2579
2013,10,9,马琳,中国,2539
2013,10,10,樊振东,中国,2530
2013,11,1,马龙,中国,3050
2013,11,2,许昕,中国,3029
2013,11,3,王皓,中国,2902
2013,11,4,张继科,中国,2853
2013,11,5,奥恰洛夫,德国,2727
2013,11,6,波尔,德国,2621
2013,11,7,庄智渊,中华台北,2618
2013,11,8,闫安,中国,2602
2013,11,9,萨姆索诺夫,白俄罗斯,2541
2013,11,10,马琳,中国,2539
2013,12,1,马龙,中国,3049
2013,12,2,许昕,中国,3043
2013,12,3,张继科,中国,2882
2013,12,4,王皓,中国,2877
2013,12,5,樊振东,中国,2861
2013,12,6,奥恰洛夫,德国,2787
2013,12,7,闫安,中国,2706
2013,12,8,波尔,德国,2660
2013,12,9,庄智渊,中华台北,2650
2013,12,10,萨姆索诺夫,白俄罗斯,2591
2014,1,1,马龙,中国,3049
2014,1,2,许昕,中国,3002
2014,1,3,张继科,中国,2882
2014,1,4,王皓,中国,2841
2014,1,5,樊振东,中国,2837
2014,1,6,奥恰洛夫,德国,2787
2014,1,7,闫安,中国,2706
2014,1,8,波尔,德国,2660
2014,1,9,庄智渊,中华台北,2620
2014,1,10,萨姆索诺夫,白俄罗斯,2591
2014,2,1,马龙,中国,3049
2014,2,2,许昕,中国,3002
2014,2,3,张继科,中国,2882
2014,2,4,王皓,中国,2841
2014,2,5,樊振东,中国,2837
2014,2,6,奥恰洛夫,德国,2787
2014,2,7,闫安,中国,2706
2014,2,8,波尔,德国,2660
2014,2,9,庄智渊,中华台北,2620
2014,2,10,萨姆索诺夫,白俄罗斯,2591
2014,3,1,许昕,中国,3100
2014,3,2,马龙,中国,3001
2014,3,3,樊振东,中国,2940
2014,3,4,张继科,中国,2829
2014,3,5,王皓,中国,2807
2014,3,6,奥恰洛夫,德国,2770
2014,3,7,闫安,中国,2727
2014,3,8,庄智渊,中华台北,2663
2014,3,9,波尔,德国,2657
2014,3,10,萨姆索诺夫,白俄罗斯,2594
2014,4,1,许昕,中国,3100
2014,4,2,马龙,中国,3050
2014,4,3,樊振东,中国,2980
2014,4,4,奥恰洛夫,德国,2852
2014,4,5,张继科,中国,2829
2014,4,6,王皓,中国,2806
2014,4,7,闫安,中国,2727
2014,4,8,庄智渊,中华台北,2671
2014,4,9,波尔,德国,2657
2014,4,10,水谷隼,日本,2645
2014,5,1,许昕,中国,3076
2014,5,2,马龙,中国,3051
2014,5,3,樊振东,中国,2984
2014,5,4,奥恰洛夫,德国,2838
2014,5,5,张继科,中国,2807
2014,5,6,王皓,中国,2788
2014,5,7,庄智渊,中华台北,2735
2014,5,8,水谷隼,日本,2710
2014,5,9,闫安,中国,2702
2014,5,10,波尔,德国,2695
2014,6,1,许昕,中国,3034
2014,6,2,马龙,中国,3009
2014,6,3,樊振东,中国,2963
2014,6,4,奥恰洛夫,德国,2810
2014,6,5,张继科,中国,2751
2014,6,6,王皓,中国,2739
2014,6,7,庄智渊,中华台北,2707
2014,6,8,水谷隼,日本,2703
2014,6,9,闫安,中国,2667
2014,6,10,波尔,德国,2660
2014,7,1,许昕,中国,3116
2014,7,2,马龙,中国,3047
2014,7,3,樊振东,中国,2986
2014,7,4,奥恰洛夫,德国,2785
2014,7,5,张继科,中国,2769
2014,7,6,王皓,中国,2732
2014,7,7,庄智渊,中华台北,2719
2014,7,8,水谷隼,日本,2715
2014,7,9,闫安,中国,2646
2014,7,10,波尔,德国,2610
2014,8,1,许昕,中国,3098
2014,8,2,马龙,中国,3023
2014,8,3,樊振东,中国,2971
2014,8,4,奥恰洛夫,德国,2785
2014,8,5,张继科,中国,2769
2014,8,6,王皓,中国,2732
2014,8,7,庄智渊,中华台北,2710
2014,8,8,水谷隼,日本,2700
2014,8,9,闫安,中国,2625
2014,8,10,波尔,德国,2610
2014,9,1,许昕,中国,3063
2014,9,2,樊振东,中国,3003
2014,9,3,马龙,中国,2983
2014,9,4,张继科,中国,2769
2014,9,5,奥恰洛夫,德国,2755
2014,9,6,王皓,中国,2712
2014,9,7,水谷隼,日本,2700
2014,9,8,庄智渊,中华台北,2685
2014,9,9,波尔,德国,2610
2014,9,10,闫安,中国,2605
2014,10,1,许昕,中国,3063
2014,10,2,樊振东,中国,3003
2014,10,3,马龙,中国,2983
2014,10,4,张继科,中国,2769
2014,10,5,奥恰洛夫,德国,2726
2014,10,6,王皓,中国,2712
2014,10,7,水谷隼,日本,2700
2014,10,8,庄智渊,中华台北,2685
2014,10,9,波尔,德国,2618
2014,10,10,闫安,中国,2605
2014,11,1,许昕,中国,3058
2014,11,2,马龙,中国,3023
2014,11,3,樊振东,中国,2985
2014,11,4,张继科,中国,2886
2014,11,5,水谷隼,日本,2765
2014,11,6,奥恰洛夫,德国,2697
2014,11,7,庄智渊,中华台北,2688
2014,11,8,波尔,德国,2653
2014,11,9,弗雷塔斯,葡萄牙,2545
2014,11,10,萨姆索诺夫,白俄罗斯,2527
2014,12,1,许昕,中国,3061
2014,12,2,马龙,中国,3023
2014,12,3,樊振东,中国,2976
2014,12,4,张继科,中国,2861
2014,12,5,水谷隼,日本,2755
2014,12,6,王皓,中国,2743
2014,12,7,奥恰洛夫,德国,2677
2014,12,8,庄智渊,中华台北,2650
2014,12,9,波尔,德国,2623
2014,12,10,闫安,中国,2600
2015,1,1,许昕,中国,3043
2015,1,2,马龙,中国,3023
2015,1,3,樊振东,中国,2955
2015,1,4,张继科,中国,2861
2015,1,5,水谷隼,日本,2838
2015,1,6,奥恰洛夫,德国,2746
2015,1,7,王皓,中国,2743
2015,1,8,庄智渊,中华台北,2681
2015,1,9,波尔,德国,2623
2015,1,10,弗雷塔斯,葡萄牙,2599
2015,2,1,许昕,中国,2991
2015,2,2,马龙,中国,2975
2015,2,3,樊振东,中国,2925
2015,2,4,张继科,中国,2839
2015,2,5,水谷隼,日本,2838
2015,2,6,奥恰洛夫,德国,2722
2015,2,7,王皓,中国,2713
2015,2,8,庄智渊,中华台北,2657
2015,2,9,波尔,德国,2623
2015,2,10,弗雷塔斯,葡萄牙,2585
2015,3,1,马龙,中国,3075
2015,3,2,许昕,中国,2993
2015,3,3,樊振东,中国,2893
2015,3,4,张继科,中国,2879
2015,3,5,水谷隼,日本,2784
2015,3,6,奥恰洛夫,德国,2783
2015,3,7,王皓,中国,2713
2015,3,8,庄智渊,中华台北,2665
2015,3,9,弗雷塔斯,葡萄牙,2648
2015,3,10,萨姆索诺夫,白俄罗斯,2607
2015,4,1,马龙,中国,3113
2015,4,2,许昕,中国,3028
2015,4,3,张继科,中国,2937
2015,4,4,樊振东,中国,2900
2015,4,5,水谷隼,日本,2776
2015,4,6,奥恰洛夫,德国,2773
2015,4,7,波尔,德国,2662
2015,4,8,弗雷塔斯,葡萄牙,2648
2015,4,9,萨姆索诺夫,白俄罗斯,2623
2015,4,10,庄智渊,中华台北,2614
2015,5,1,马龙,中国,3203
2015,5,2,许昕,中国,3030
2015,5,3,张继科,中国,2969
2015,5,4,樊振东,中国,2967
2015,5,5,水谷隼,日本,2830
2015,5,6,奥恰洛夫,德国,2761
2015,5,7,波尔,德国,2707
2015,5,8,方博,中国,2693
2015,5,9,萨姆索诺夫,白俄罗斯,2660
2015,5,10,弗雷塔斯,葡萄牙,2656
2015,6,1,马龙,中国,3203
2015,6,2,许昕,中国,3030
2015,6,3,张继科,中国,2969
2015,6,4,樊振东,中国,2967
2015,6,5,水谷隼,日本,2830
2015,6,6,奥恰洛夫,德国,2761
2015,6,7,波尔,德国,2732
2015,6,8,方博,中国,2693
2015,6,9,萨姆索诺夫,白俄罗斯,2660
2015,6,10,弗雷塔斯,葡萄牙,2656
2015,7,1,马龙,中国,3143
2015,7,2,许昕,中国,3000
2015,7,3,樊振东,中国,2971
2015,7,4,张继科,中国,2933
2015,7,5,水谷隼,日本,2793
2015,7,6,奥恰洛夫,德国,2790
2015,7,7,波尔,德国,2733
2015,7,8,萨姆索诺夫,白俄罗斯,2675
2015,7,9,方博,中国,2664
2015,7,10,弗雷塔斯,葡萄牙,2658
2015,8,1,马龙,中国,3143
2015,8,2,许昕,中国,3000
2015,8,3,樊振东,中国,2971
2015,8,4,张继科,中国,2933
2015,8,5,奥恰洛夫,德国,2790
2015,8,6,水谷隼,日本,2784
2015,8,7,波尔,德国,2733
2015,8,8,萨姆索诺夫,白俄罗斯,2675
2015,8,9,方博,中国,2664
2015,8,10,弗雷塔斯,葡萄牙,2658
2015,9,1,马龙,中国,3209
2015,9,2,许昕,中国,3064
2015,9,3,樊振东,中国,2976
2015,9,4,张继科,中国,2938
2015,9,5,水谷隼,日本,2784
2015,9,6,奥恰洛夫,德国,2784
2015,9,7,波尔,德国,2763
2015,9,8,方博,中国,2701
2015,9,9,弗雷塔斯,葡萄牙,2693
2015,9,10,萨姆索诺夫,白俄罗斯,2646
2015,10,1,马龙,中国,3184
2015,10,2,许昕,中国,3096
2015,10,3,樊振东,中国,3041
2015,10,4,张继科,中国,2920
2015,10,5,奥恰洛夫,德国,2904
2015,10,6,水谷隼,日本,2859
2015,10,7,波尔,德国,2763
2015,10,8,弗雷塔斯,葡萄牙,2722
2015,10,9,方博,中国,2721
2015,10,10,庄智渊,中华台北,2679
2015,11,1,马龙,中国,3199
2015,11,2,樊振东,中国,3145
2015,11,3,许昕,中国,3099
2015,11,4,奥恰洛夫,德国,2978
2015,11,5,张继科,中国,2879
2015,11,6,水谷隼,日本,2842
2015,11,7,弗雷塔斯,葡萄牙,2734
2015,11,8,波尔,德国,2721
2015,11,8,方博,中国,2721
2015,11,10,庄智渊,中华台北,2675
2015,12,1,马龙,中国,3199
2015,12,2,樊振东,中国,3168
2015,12,3,许昕,中国,3108
2015,12,4,奥恰洛夫,德国,2938
2015,12,5,张继科,中国,2873
2015,12,6,水谷隼,日本,2811
2015,12,7,波尔,德国,2721
2015,12,8,弗雷塔斯,葡萄牙,2708
2015,12,9,庄智渊,中华台北,2706
2015,12,10,方博,中国,2679
2016,1,1,马龙,中国,3275
2016,1,1,马龙,中国,3275
2016,1,2,樊振东,中国,3232
2016,1,2,樊振东,中国,3232
2016,1,3,许昕,中国,3142
2016,1,3,许昕,中国,3142
2016,1,4,奥恰洛夫,德国,2928
2016,1,5,张继科,中国,2914
2016,1,6,水谷隼,日本,2775
2016,1,6,水谷隼,日本,2775
2016,1,7,庄智渊,中华台北,2712
2016,1,7,庄智渊,中华台北,2712
2016,1,8,弗雷塔斯,葡萄牙,2695
2016,1,8,弗雷塔斯,葡萄牙,2695
2016,1,9,方博,中国,2679
2016,1,9,方博,中国,2679
2016,1,10,萨姆索诺夫,白俄罗斯,2627
2016,2,1,马龙,中国,3339
2016,2,2,樊振东,中国,3232
2016,2,3,许昕,中国,3142
2016,2,4,张继科,中国,2965
2016,2,5,奥恰洛夫,德国,2954
2016,2,6,庄智渊,中华台北,2842
2016,2,7,水谷隼,日本,2775
2016,2,8,萨姆索诺夫,白俄罗斯,2747
2016,2,9,波尔,德国,2739
2016,2,10,方博,中国,2716
2016,3,1,马龙,中国,3291
2016,3,2,樊振东,中国,3200
2016,3,3,许昕,中国,3106
2016,3,4,张继科,中国,2949
2016,3,5,奥恰洛夫,德国,2924
2016,3,6,水谷隼,日本,2783
2016,3,7,庄智渊,中华台北,2776
2016,3,8,方博,中国,2694
2016,3,9,萨姆索诺夫,白俄罗斯,2676
2016,3,10,波尔,德国,2675
2016,4,1,马龙,中国,3351
2016,4,2,樊振东,中国,3256
2016,4,3,许昕,中国,3153
2016,4,4,张继科,中国,3058
2016,4,5,奥恰洛夫,德国,2985
2016,4,6,庄智渊,中华台北,2805
2016,4,7,水谷隼,日本,2800
2016,4,8,萨姆索诺夫,白俄罗斯,2719
2016,4,9,黄镇廷,中国香港,2699
2016,4,10,方博,中国,2676
2016,5,1,马龙,中国,3303
2016,5,2,樊振东,中国,3214
2016,5,3,许昕,中国,3143
2016,5,4,张继科,中国,3054
2016,5,5,奥恰洛夫,德国,3001
2016,5,6,水谷隼,日本,2866
2016,5,7,庄智渊,中华台北,2838
2016,5,8,黄镇廷,中国香港,2728
2016,5,9,萨姆索诺夫,白俄罗斯,2649
2016,5,10,波尔,德国,2615
2016,6,1,马龙,中国,3303
2016,6,2,樊振东,中国,3214
2016,6,3,许昕,中国,3143
2016,6,4,张继科,中国,3054
2016,6,5,奥恰洛夫,德国,3001
2016,6,6,水谷隼,日本,2868
2016,6,7,庄智渊,中华台北,2851
2016,6,8,黄镇廷,中国香港,2726
2016,6,9,萨姆索诺夫,白俄罗斯,2649
2016,6,10,波尔,德国,2615
2016,7,1,马龙,中国,3340
2016,7,2,樊振东,中国,3291
2016,7,3,许昕,中国,3278
2016,7,4,张继科,中国,3084
2016,7,5,奥恰洛夫,德国,2983
2016,7,6,水谷隼,日本,2951
2016,7,7,庄智渊,中华台北,2879
2016,7,8,黄镇廷,中国香港,2789
2016,7,9,萨姆索诺夫,白俄罗斯,2674
2016,7,10,JEOUNG Youngsik,韩国,2671
2016,8,1,马龙,中国,3340
2016,8,2,樊振东,中国,3291
2016,8,3,许昕,中国,3278
2016,8,4,张继科,中国,3084
2016,8,5,奥恰洛夫,德国,2983
2016,8,6,水谷隼,日本,2936
2016,8,7,庄智渊,中华台北,2879
2016,8,8,黄镇廷,中国香港,2789
2016,8,9,萨姆索诺夫,白俄罗斯,2674
2016,8,10,方博,中国,2656
2016,9,1,马龙,中国,3384
2016,9,2,樊振东,中国,3255
2016,9,3,许昕,中国,3208
2016,9,4,张继科,中国,3136
2016,9,5,水谷隼,日本,3103
2016,9,6,奥恰洛夫,德国,3033
2016,9,7,庄智渊,中华台北,2819
2016,9,8,萨姆索诺夫,白俄罗斯,2754
2016,9,9,黄镇廷,中国香港,2728
2016,9,10,JEOUNG Youngsik,韩国,2644
2016,9,10,弗雷塔斯,葡萄牙,2644
2016,10,1,马龙,中国,3453
2016,10,2,樊振东,中国,3304
2016,10,3,许昕,中国,3184
2016,10,4,张继科,中国,3158
2016,10,5,水谷隼,日本,3067
2016,10,6,奥恰洛夫,德国,2965
2016,10,7,黄镇廷,中国香港,2779
2016,10,8,庄智渊,中华台北,2775
2016,10,9,萨姆索诺夫,白俄罗斯,2764
2016,10,10,JEOUNG Youngsik,韩国,2616
2016,11,1,马龙,中国,3453
2016,11,2,樊振东,中国,3304
2016,11,3,许昕,中国,3184
2016,11,4,张继科,中国,3158
2016,11,5,水谷隼,日本,3067
2016,11,6,奥恰洛夫,德国,2965
2016,11,7,黄镇廷,中国香港,2779
2016,11,8,庄智渊,中华台北,2775
2016,11,9,萨姆索诺夫,白俄罗斯,2764
2016,11,10,JEOUNG Youngsik,韩国,2616
2016,12,1,马龙,中国,3412
2016,12,2,樊振东,中国,3260
2016,12,3,许昕,中国,3179
2016,12,4,张继科,中国,3118
2016,12,5,水谷隼,日本,3003
2016,12,6,奥恰洛夫,德国,2910
2016,12,7,黄镇廷,中国香港,2822
2016,12,8,萨姆索诺夫,白俄罗斯,2772
2016,12,9,庄智渊,中华台北,2709
2016,12,10,JEOUNG Youngsik,韩国,2658
2017,1,1,马龙,中国,3430
2017,1,2,樊振东,中国,3272
2017,1,3,许昕,中国,3177
2017,1,4,张继科,中国,3082
2017,1,5,水谷隼,日本,2982
2017,1,6,奥恰洛夫,德国,2913
2017,1,7,黄镇廷,中国香港,2834
2017,1,8,萨姆索诺夫,白俄罗斯,2751
2017,1,9,JEOUNG Youngsik,韩国,2729
2017,1,10,庄智渊,中华台北,2708
2017,2,1,马龙,中国,3376
2017,2,2,樊振东,中国,3272
2017,2,3,许昕,中国,3177
2017,2,4,水谷隼,日本,2982
2017,2,5,奥恰洛夫,德国,2883
2017,2,6,黄镇廷,中国香港,2810
2017,2,7,JEOUNG Youngsik,韩国,2711
2017,2,8,萨姆索诺夫,白俄罗斯,2700
2017,2,9,庄智渊,中华台北,2630
2017,2,10,波尔,德国,2604
2017,3,1,马龙,中国,3445
2017,3,2,樊振东,中国,3319
2017,3,3,许昕,中国,3180
2017,3,4,张继科,中国,3048
2017,3,5,奥恰洛夫,德国,2960
2017,3,6,水谷隼,日本,2951
2017,3,7,黄镇廷,中国香港,2829
2017,3,8,JEOUNG Youngsik,韩国,2708
2017,3,9,庄智渊,中华台北,2704
2017,3,10,方博,中国,2665
2017,4,1,马龙,中国,3343
2017,4,2,樊振东,中国,3235
2017,4,3,许昕,中国,3108
2017,4,4,张继科,中国,2964
2017,4,5,奥恰洛夫,德国,2894
2017,4,6,水谷隼,日本,2881
2017,4,7,黄镇廷,中国香港,2775
2017,4,8,JEOUNG Youngsik,韩国,2666
2017,4,9,方博,中国,2665
2017,4,10,庄智渊,中华台北,2656
2017,5,1,马龙,中国,3335
2017,5,2,樊振东,中国,3279
2017,5,3,许昕,中国,3078
2017,5,4,张继科,中国,2957
2017,5,5,奥恰洛夫,德国,2862
2017,5,6,水谷隼,日本,2835
2017,5,7,黄镇廷,中国香港,2752
2017,5,8,波尔,德国,2694
2017,5,9,方博,中国,2665
2017,5,10,庄智渊,中华台北,2651
2017,6,1,马龙,中国,3437
2017,6,2,樊振东,中国,3346
2017,6,3,许昕,中国,3129
2017,6,4,张继科,中国,2953
2017,6,5,奥恰洛夫,德国,2880
2017,6,6,水谷隼,日本,2807
2017,6,7,黄镇廷,中国香港,2792
2017,6,8,波尔,德国,2754
2017,6,9,丹羽孝希,日本,2746
2017,6,10,庄智渊,中华台北,2690
2017,7,1,马龙,中国,3427
2017,7,2,樊振东,中国,3309
2017,7,3,许昕,中国,3072
2017,7,4,奥恰洛夫,德国,2965
2017,7,5,张继科,中国,2893
2017,7,6,波尔,德国,2793
2017,7,7,水谷隼,日本,2790
2017,7,8,黄镇廷,中国香港,2783
2017,7,9,丹羽孝希,日本,2779
2017,7,10,方博,中国,2645
